282,KRISTINA,Male,North,DELHI,110010,INDIVIDUAL,PAN,2360313,Commerical,1,27-07-2021,26-12-2021,27-08-2021,Connection Released,2456,RAHUL SINGH,Installation completed
283,BRUCE,Male,North,DELHI,110029,INDIVIDUAL,VOTER_ID,70770,Commerical,11,19-11-2021,21-04-2021,19-12-2021,Approved,1460,HEM CHAND,Installation pending
284,SAMUEL,Male,North,DELHI,110048,INDIVIDUAL,AADHAR,3.13E+11,Residential,11,06-10-2021,07-10-2021,06-11-2021,Approved,4510,VINOD GUPTA,Installation pending
285,SONIA,Male,North,DELHI,110051,INDIVIDUAL,VOTER_ID,74590,Residential,6,16-10-2021,20-10-2021,16-11-2021,Connection Released,4510,VINOD GUPTA,Installation completed
286,ADRIÁN,Male,North,DELHI,110031,INDIVIDUAL,VOTER_ID,86638,Commerical,9,16-08-2021,25-11-2021,16-09-2021,Connection Released,4510,VINOD GUPTA,Installation completed
287,NIKKI,Male,North,DELHI,110018,INDIVIDUAL,PAN,4320680,Commerical,11,03-10-2021,19-02-2021,03-11-2021,Connection Released,2456,RAHUL SINGH,Installation completed
288,ELAINE,Male,North,DELHI,110032,INDIVIDUAL,PAN,9242719,Residential,3,24-02-2021,26-10-2021,24-03-2021,Connection Released,1678,Manoj Pandey,Installation completed
289,GLORIA,Male,North,DELHI,110051,INDIVIDUAL,PASSPORT,273099507,Commerical,3,07-11-2021,02-06-2021,07-12-2021,Connection Released,4510,VINOD GUPTA,Installation completed
290,BRENDA,Male,North,DELHI,110042,INDIVIDUAL,AADHAR,9.02E+11,Residential,2,22-03-2021,23-06-2021,22-04-2021,Approved,1311,Sudhanshu Gupta,Installation pending
291,JENNA,Male,North,DELHI,110033,INDIVIDUAL,AADHAR,7.94E+11,Commerical,6,19-06-2021,28-02-2021,19-07-2021,Approved,2456,RAHUL SINGH,Installation pending
292,JOYCE,Male,North,DELHI,110024,INDIVIDUAL,VOTER_ID,95228,Residential,10,19-11-2021,09-10-2021,19-12-2021,Approved,1678,Manoj Pandey,Installation pending
293,TERESA,Male,North,DELHI,110005,INDIVIDUAL,AADHAR,8.71E+11,Residential,3,03-02-2021,15-03-2021,03-03-2021,Connection Released,2456,RAHUL SINGH,Installation completed
294,NEIL,Male,North,DELHI,110021,JOINT,AADHAR,7.82E+11,Residential,10,29-06-2021,15-03-2021,29-07-2021,Connection Released,4510,VINOD GUPTA,Installation completed
295,ELENA,Male,North,DELHI,110025,INDIVIDUAL,PAN,5977441,Residential,1,16-10-2021,10-01-2022,16-11-2021,Connection Released,1460,HEM CHAND,Installation completed
296,RONALD,Male,North,DELHI,110016,INDIVIDUAL,PASSPORT,280274260,Commerical,6,21-05-2021,02-03-2021,21-06-2021,Approved,1460,HEM CHAND,Installation pending
297,ALBERT,Male,North,DELHI,110036,INDIVIDUAL,PAN,1752549,Residential,3,13-07-2021,03-03-2021,13-08-2021,Approved,1311,Sudhanshu Gupta,Installation pending
298,MARINA,Male,North,DELHI,110014,INDIVIDUAL,VOTER_ID,86568,Residential,3,01-12-2021,07-12-2021,01-01-2022,Connection Released,1678,Manoj Pandey,Installation completed
299,CARL,Male,North,DELHI,110060,JOINT,PAN,4553378,Commerical,1,27-04-2021,17-07-2021,27-05-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
300,CLAIRE,Male,North,DELHI,110036,INDIVIDUAL,PASSPORT,998098223,Residential,3,26-05-2021,25-03-2021,26-06-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
301,RUTH,Male,North,DELHI,110041,INDIVIDUAL,PAN,7141779,Residential,11,26-07-2021,02-02-2021,26-08-2021,Connection Released,4510,VINOD GUPTA,Installation completed
302,MEREDITH,Male,North,DELHI,110028,INDIVIDUAL,PAN,4162655,Residential,12,20-08-2021,28-07-2021,20-09-2021,Connection Released,2456,RAHUL SINGH,Installation completed
303,RANDY,Male,North,DELHI,110036,INDIVIDUAL,VOTER_ID,97559,Commerical,9,03-02-2021,21-05-2021,03-03-2021,Approved,2456,RAHUL SINGH,Installation pending
304,IVÁN,Male,North,DELHI,110049,INDIVIDUAL,PASSPORT,123717197,Commerical,11,24-09-2021,24-07-2021,24-10-2021,Approved,1311,Sudhanshu Gupta,Installation pending
305,JACOB,Male,North,DELHI,110055,INDIVIDUAL,AADHAR,9.91E+11,Residential,3,16-06-2021,09-09-2021,16-07-2021,Approved,1460,HEM CHAND,Installation pending
306,JARED,Male,North,DELHI,110016,INDIVIDUAL,PASSPORT,728059726,Residential,10,02-11-2021,06-11-2021,02-12-2021,Approved,1678,Manoj Pandey,Installation pending
307,LAURIE,Male,North,DELHI,110019,INDIVIDUAL,VOTER_ID,84838,Residential,3,27-10-2021,28-08-2021,27-11-2021,Connection Released,4510,VINOD GUPTA,Installation completed
308,HÉCTOR,Male,North,DELHI,110013,INDIVIDUAL,AADHAR,2.74E+11,Residential,6,11-12-2021,10-05-2021,11-01-2022,Connection Released,2456,RAHUL SINGH,Installation completed
309,MEGHAN,Male,North,DELHI,110059,INDIVIDUAL,VOTER_ID,98215,Residential,10,16-07-2021,17-08-2021,16-08-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
310,MIRIAM,Male,North,DELHI,110018,INDIVIDUAL,AADHAR,6.00E+11,Residential,3,05-10-2021,02-11-2021,05-11-2021,Approved,1678,Manoj Pandey,Installation pending
311,LYNN,Male,North,DELHI,110052,JOINT,PAN,8117463,Commerical,3,18-03-2021,20-07-2021,18-04-2021,Approved,1311,Sudhanshu Gupta,Installation pending
312,BRAD,Male,North,DELHI,110034,INDIVIDUAL,AADHAR,6.73E+11,Commerical,2,23-12-2021,11-12-2021,23-01-2022,Connection Released,1678,Manoj Pandey,Installation completed
313,LUCY,Male,North,DELHI,110029,INDIVIDUAL,VOTER_ID,79126,Residential,6,03-07-2021,06-06-2021,03-08-2021,Approved,1678,Manoj Pandey,Installation pending
314,RICARDO,Male,North,DELHI,110036,INDIVIDUAL,PAN,1084875,Commerical,4,04-11-2021,16-03-2021,04-12-2021,Approved,1311,Sudhanshu Gupta,Installation pending
315,EMMA,Male,North,DELHI,110045,INDIVIDUAL,PAN,1247157,Commerical,9,11-02-2021,15-07-2021,11-03-2021,Approved,1311,Sudhanshu Gupta,Installation pending
316,CARRIE,Male,North,DELHI,110058,INDIVIDUAL,AADHAR,4.15E+11,Residential,1,29-07-2021,08-09-2021,29-08-2021,Approved,2456,RAHUL SINGH,Installation pending
317,BRËNDAN,Male,North,DELHI,110057,INDIVIDUAL,PAN,3440757,Residential,7,01-01-2021,29-11-2021,01-02-2021,Connection Released,4510,VINOD GUPTA,Installation completed
318,REGINA,Male,North,DELHI,110065,INDIVIDUAL,PASSPORT,680830075,Residential,2,22-06-2021,04-11-2021,22-07-2021,Connection Released,1460,HEM CHAND,Installation completed
319,HANNAH,Male,North,DELHI,110004,INDIVIDUAL,VOTER_ID,98882,Residential,4,26-05-2021,29-01-2022,26-06-2021,Connection Released,1460,HEM CHAND,Installation completed
320,CRISTINA,Male,North,DELHI,110003,JOINT,PASSPORT,337504092,Commerical,3,19-11-2021,30-06-2021,19-12-2021,Approved,1678,Manoj Pandey,Installation pending
321,ARIEL,Male,North,DELHI,110018,JOINT,PASSPORT,408034043,Commerical,4,16-01-2021,17-02-2021,16-02-2021,Approved,1460,HEM CHAND,Installation pending
322,ESTHER,Male,North,DELHI,110009,INDIVIDUAL,AADHAR,2.30E+11,Commerical,5,08-04-2021,14-12-2021,08-05-2021,Connection Released,4510,VINOD GUPTA,Installation completed
323,COREY,Male,North,DELHI,110049,JOINT,VOTER_ID,81603,Residential,8,26-11-2021,13-01-2022,26-12-2021,Approved,4510,VINOD GUPTA,Installation pending
324,CAITLIN,Male,North,DELHI,110038,INDIVIDUAL,AADHAR,6.14E+11,Commerical,12,16-08-2021,23-02-2021,16-09-2021,Connection Released,1460,HEM CHAND,Installation completed
325,EVA,Male,North,DELHI,110008,INDIVIDUAL,AADHAR,2.67E+11,Commerical,10,07-04-2021,22-08-2021,07-05-2021,Connection Released,1460,HEM CHAND,Installation completed
326,BRETT,Male,North,DELHI,110045,INDIVIDUAL,PAN,4507777,Residential,4,26-10-2021,22-07-2021,26-11-2021,Connection Released,2456,RAHUL SINGH,Installation completed
327,DOUGLAS,Male,North,DELHI,110034,INDIVIDUAL,AADHAR,7.47E+11,Residential,9,27-12-2021,20-10-2021,27-01-2022,Connection Released,1311,Sudhanshu Gupta,Installation completed
328,EUGENE,Male,North,DELHI,110012,INDIVIDUAL,PASSPORT,482788945,Commerical,1,12-06-2021,23-11-2021,12-07-2021,Connection Released,1460,HEM CHAND,Installation completed
329,DOUG,Male,North,DELHI,110012,INDIVIDUAL,PASSPORT,933240949,Commerical,12,26-07-2021,19-06-2021,26-08-2021,Connection Released,4510,VINOD GUPTA,Installation completed
330,FRED,Male,North,DELHI,110022,INDIVIDUAL,AADHAR,5.82E+11,Residential,10,15-05-2021,03-02-2021,15-06-2021,Connection Released,2456,RAHUL SINGH,Installation completed
331,TERRY,Male,North,DELHI,110017,INDIVIDUAL,PAN,5818951,Residential,3,09-02-2021,23-01-2022,09-03-2021,Connection Released,4510,VINOD GUPTA,Installation completed
332,DON,Male,North,DELHI,110005,JOINT,AADHAR,9.05E+11,Residential,5,27-10-2021,13-06-2021,27-11-2021,Connection Released,2456,RAHUL SINGH,Installation completed
333,SIMÓN,Male,North,DELHI,110012,JOINT,VOTER_ID,95146,Commerical,3,17-04-2021,29-09-2021,17-05-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
334,RALPH,Male,North,DELHI,110043,INDIVIDUAL,PAN,6378896,Commerical,11,26-07-2021,01-11-2021,26-08-2021,Connection Released,1678,Manoj Pandey,Installation completed
335,SETH,Male,North,DELHI,110013,INDIVIDUAL,AADHAR,4.31E+11,Commerical,12,30-05-2021,09-04-2021,30-06-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
336,NATHAN,Male,North,DELHI,110041,INDIVIDUAL,AADHAR,4.34E+11,Commerical,1,22-08-2021,29-06-2021,22-09-2021,Connection Released,1311,Sudhanshu Gupta,Installation completed
337,JANICE,Male,North,DELHI,110037,INDIVIDUAL,AADHAR,7.43E+11,Residential,9,04-03-2021,25-03-2021,04-04-2021,Pending,1678,Manoj Pandey,Documents verification in progress
338,MARTHA,Male,North,DELHI,110041,INDIVIDUAL,VOTER_ID,84040,Commerical,6,25-01-2021,03-12-2021,25-02-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
339,MARISSA,Male,North,DELHI,110001,INDIVIDUAL,PASSPORT,931497517,Commerical,12,08-03-2021,21-02-2021,08-04-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
340,LORRAINE,Male,North,DELHI,110016,INDIVIDUAL,VOTER_ID,75470,Residential,5,13-07-2021,05-03-2021,13-08-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
341,MOLLY,Male,North,DELHI,110054,INDIVIDUAL,AADHAR,4.98E+11,Residential,8,12-09-2021,15-08-2021,12-10-2021,Pending,1460,HEM CHAND,Documents verification in progress
342,VIVIAN,Male,North,DELHI,110050,JOINT,VOTER_ID,70521,Commerical,7,10-12-2021,23-12-2021,10-01-2022,Pending,1460,HEM CHAND,Documents verification in progress
343,TAMARA,Male,North,DELHI,110051,INDIVIDUAL,AADHAR,3.35E+11,Residential,6,28-03-2021,19-11-2021,28-04-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
344,SHEILA,Male,North,DELHI,110060,INDIVIDUAL,PAN,6413123,Commerical,2,17-02-2021,12-10-2021,17-03-2021,Pending,1460,HEM CHAND,Documents verification in progress
345,BARRY,Male,North,DELHI,110014,INDIVIDUAL,VOTER_ID,88053,Commerical,11,12-01-2021,22-09-2021,12-02-2021,Approved,1311,Sudhanshu Gupta,Installation pending
346,PETE,Male,North,DELHI,110002,INDIVIDUAL,PASSPORT,764335797,Commerical,1,16-03-2021,23-08-2021,16-04-2021,Approved,2456,RAHUL SINGH,Installation pending
347,SOPHIA,Male,North,DELHI,110017,INDIVIDUAL,PASSPORT,305744996,Residential,11,25-01-2021,02-01-2022,25-02-2021,Approved,1311,Sudhanshu Gupta,Installation pending
348,MARILYN,Male,North,DELHI,110030,INDIVIDUAL,AADHAR,9.02E+11,Commerical,4,30-12-2021,08-05-2021,30-01-2022,Approved,1678,Manoj Pandey,Installation pending
349,ARTHUR,Male,North,DELHI,110005,INDIVIDUAL,PAN,4917104,Commerical,12,12-03-2021,25-08-2021,12-04-2021,Approved,1460,HEM CHAND,Installation pending
350,LAWRENCE,Male,North,DELHI,110038,INDIVIDUAL,PASSPORT,94652380,Commerical,6,02-05-2021,07-04-2021,02-06-2021,Approved,1678,Manoj Pandey,Installation pending
351,OLGA,Male,North,DELHI,110047,JOINT,AADHAR,4.82E+11,Residential,12,12-12-2021,22-10-2021,12-01-2022,Approved,1678,Manoj Pandey,Installation pending
352,TYLER,Male,North,DELHI,110055,JOINT,VOTER_ID,74595,Residential,6,01-09-2021,12-11-2021,01-10-2021,Approved,2456,RAHUL SINGH,Installation pending
353,ÓSCAR,Male,North,DELHI,110054,INDIVIDUAL,VOTER_ID,94923,Residential,5,30-10-2021,28-05-2021,30-11-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
354,KERRY,Male,North,DELHI,110017,JOINT,PAN,6850743,Residential,7,22-05-2021,04-08-2021,22-06-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
355,JULIO,Male,North,DELHI,110053,INDIVIDUAL,VOTER_ID,88898,Residential,5,20-09-2021,12-11-2021,20-10-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
356,CARLA,Male,North,DELHI,110015,INDIVIDUAL,PASSPORT,959945742,Residential,12,02-10-2021,27-10-2021,02-11-2021,Pending,1678,Manoj Pandey,Documents verification in progress
357,YVONNE,Male,North,DELHI,110032,INDIVIDUAL,PASSPORT,71293756,Commerical,5,13-10-2021,06-05-2021,13-11-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
358,SASHA,Male,North,DELHI,110008,INDIVIDUAL,PASSPORT,380637930,Residential,1,06-04-2021,,06-05-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
359,HARRY,Male,North,DELHI,110012,INDIVIDUAL,AADHAR,3.92E+11,Commerical,2,02-12-2021,,02-01-2022,Pending,1678,Manoj Pandey,Documents verification in progress
360,TRAVIS,Male,North,DELHI,110048,INDIVIDUAL,PASSPORT,256053316,Residential,3,03-08-2021,,03-09-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
361,JULIAN,Male,North,DELHI,110010,INDIVIDUAL,VOTER_ID,89615,Commerical,3,10-09-2021,,10-10-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
362,DINA,Male,North,DELHI,110029,INDIVIDUAL,VOTER_ID,78390,Residential,2,09-04-2021,,09-05-2021,Pending,1460,HEM CHAND,Documents verification in progress
363,RITA,Male,North,DELHI,110043,JOINT,PASSPORT,239878526,Commerical,2,21-08-2021,,21-09-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
364,ROGER,Male,South,DELHI,110045,JOINT,VOTER_ID,89773,Residential,5,13-07-2021,,13-08-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
365,ANGIE,Male,South,DELHI,110053,INDIVIDUAL,VOTER_ID,99378,Commerical,10,01-09-2021,12-06-2021,01-10-2021,Approved,1311,Sudhanshu Gupta,Installation pending
366,JOY,Male,South,DELHI,110010,INDIVIDUAL,PASSPORT,384637089,Commerical,9,23-03-2021,13-09-2021,23-04-2021,Approved,4510,VINOD GUPTA,Installation pending
367,NELSON,Male,South,DELHI,110051,INDIVIDUAL,AADHAR,3.88E+11,Commerical,10,27-01-2021,20-08-2021,27-02-2021,Approved,1311,Sudhanshu Gupta,Installation pending
368,JUDITH,Male,South,DELHI,110049,INDIVIDUAL,PASSPORT,731230196,Residential,4,21-02-2021,15-06-2021,21-03-2021,Approved,1311,Sudhanshu Gupta,Installation pending
369,APRIL,Male,South,DELHI,110010,INDIVIDUAL,VOTER_ID,72493,Commerical,2,18-08-2021,,18-09-2021,Pending,1678,Manoj Pandey,Documents verification in progress
370,ROSA,Male,South,DELHI,110052,INDIVIDUAL,VOTER_ID,70273,Commerical,9,24-05-2021,,24-06-2021,Pending,1678,Manoj Pandey,Documents verification in progress
371,ANNETTE,Male,South,DELHI,110064,INDIVIDUAL,PASSPORT,542614500,Commerical,2,21-11-2021,,21-12-2021,Pending,1460,HEM CHAND,Documents verification in progress
372,HOWARD,Male,South,DELHI,110056,INDIVIDUAL,VOTER_ID,99876,Commerical,7,05-10-2021,18-02-2021,05-11-2021,Approved,1460,HEM CHAND,Installation pending
373,SHIRLEY,Male,South,DELHI,110036,JOINT,AADHAR,4.78E+11,Commerical,1,05-10-2021,12-08-2021,05-11-2021,Approved,4510,VINOD GUPTA,Installation pending
374,MARCUS,Male,South,DELHI,110034,INDIVIDUAL,PASSPORT,783209302,Residential,7,17-12-2021,,17-01-2022,Pending,1311,Sudhanshu Gupta,Documents verification in progress
375,ANITA,Male,South,DELHI,110014,INDIVIDUAL,VOTER_ID,76918,Commerical,6,22-05-2021,,22-06-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
376,FERNANDO,Male,South,DELHI,110004,INDIVIDUAL,PASSPORT,628884506,Residential,6,26-09-2021,,26-10-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
377,GAIL,Male,South,DELHI,110006,INDIVIDUAL,PASSPORT,391839184,Residential,4,14-05-2021,09-03-2021,14-06-2021,Approved,4510,VINOD GUPTA,Installation pending
378,RICKY,Male,South,DELHI,110064,INDIVIDUAL,VOTER_ID,98404,Residential,5,26-06-2021,18-12-2021,26-07-2021,Approved,1678,Manoj Pandey,Installation pending
379,DONALD,Male,South,DELHI,110034,INDIVIDUAL,AADHAR,8.81E+11,Commerical,1,14-10-2021,,14-11-2021,Pending,1460,HEM CHAND,Documents verification in progress
380,SUE,Male,South,DELHI,110009,INDIVIDUAL,PASSPORT,833928432,Residential,6,18-12-2021,,18-01-2022,Pending,4510,VINOD GUPTA,Documents verification in progress
381,MARCO,Male,South,DELHI,110001,INDIVIDUAL,AADHAR,6.64E+11,Commerical,1,09-02-2021,,09-03-2021,Pending,1678,Manoj Pandey,Documents verification in progress
382,WAYNE,Male,South,DELHI,110060,JOINT,PASSPORT,588516064,Residential,2,06-03-2021,,06-04-2021,Pending,1678,Manoj Pandey,Documents verification in progress
383,JÓHANNA,Male,South,DELHI,110043,JOINT,PAN,4823514,Residential,10,09-09-2021,,09-10-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
384,ÖLIVIA,Male,South,DELHI,110036,INDIVIDUAL,PAN,1654481,Residential,9,03-03-2021,,03-04-2021,Pending,1678,Manoj Pandey,Documents verification in progress
385,TAYLOR,Male,South,DELHI,110040,JOINT,PASSPORT,175838076,Commerical,8,01-12-2021,,01-01-2022,Pending,1678,Manoj Pandey,Documents verification in progress
386,AMBER,Male,South,DELHI,110029,INDIVIDUAL,VOTER_ID,85260,Residential,2,10-02-2021,14-05-2021,10-03-2021,Approved,1460,HEM CHAND,Installation pending
387,MARISA,Male,South,DELHI,110061,INDIVIDUAL,PASSPORT,382375170,Commerical,9,20-11-2021,17-07-2021,20-12-2021,Approved,2456,RAHUL SINGH,Installation pending
388,AL,Male,South,DELHI,110021,INDIVIDUAL,PAN,3696499,Residential,2,16-09-2021,30-04-2021,16-10-2021,Approved,2456,RAHUL SINGH,Installation pending
389,LINDSEY,Male,South,DELHI,110007,INDIVIDUAL,VOTER_ID,76666,Commerical,9,24-03-2021,24-10-2021,24-04-2021,Approved,1678,Manoj Pandey,Installation pending
390,JILLIAN,Male,South,DELHI,110028,INDIVIDUAL,AADHAR,5.15E+11,Residential,11,09-05-2021,,09-06-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
391,NADIA,Male,South,DELHI,110016,INDIVIDUAL,PASSPORT,846741280,Commerical,5,31-10-2021,,30-11-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
392,ROBERTO,Male,South,DELHI,110008,INDIVIDUAL,PASSPORT,858241523,Residential,3,04-04-2021,,04-05-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
393,YVETTE,Male,South,DELHI,110004,INDIVIDUAL,PAN,2593187,Residential,4,17-12-2021,18-08-2021,17-01-2022,Approved,1678,Manoj Pandey,Installation pending
394,FRANCISCO,Male,South,DELHI,110042,JOINT,AADHAR,4.86E+11,Commerical,4,24-08-2021,24-11-2021,24-09-2021,Approved,2456,RAHUL SINGH,Installation pending
395,HOLLY,Male,South,DELHI,110033,JOINT,PAN,2493851,Commerical,11,28-12-2021,,28-01-2022,Pending,1460,HEM CHAND,Documents verification in progress
396,YOLANDA,Male,South,DELHI,110054,INDIVIDUAL,PASSPORT,513270294,Residential,2,26-06-2021,,26-07-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
397,JOANN,Male,South,DELHI,110042,INDIVIDUAL,PASSPORT,576655151,Residential,12,23-06-2021,,23-07-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
398,SIMONE,Male,South,DELHI,110048,INDIVIDUAL,PAN,7725205,Residential,8,04-08-2021,,04-09-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
399,JESSIE,Male,South,DELHI,110008,INDIVIDUAL,PAN,4435836,Residential,3,17-11-2021,,17-12-2021,Pending,1460,HEM CHAND,Documents verification in progress
400,ZACH,Male,South,DELHI,110047,INDIVIDUAL,PAN,2103877,Residential,6,15-02-2021,23-07-2021,15-03-2021,Approved,2456,RAHUL SINGH,Installation pending
401,ANDRÉS,Male,South,DELHI,110015,INDIVIDUAL,PASSPORT,557780157,Residential,4,15-03-2021,22-07-2021,15-04-2021,Approved,1460,HEM CHAND,Installation pending
402,PEDRO,Male,South,DELHI,110064,INDIVIDUAL,PASSPORT,369144272,Commerical,5,22-07-2021,07-06-2021,22-08-2021,Approved,1460,HEM CHAND,Installation pending
403,LILY,Male,South,DELHI,110028,INDIVIDUAL,VOTER_ID,78267,Residential,4,10-04-2021,09-02-2021,10-05-2021,Approved,1678,Manoj Pandey,Installation pending
404,DREW,Male,South,DELHI,110031,JOINT,PAN,6053694,Commerical,12,20-09-2021,,20-10-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
405,CHAD,Male,South,DELHI,110047,INDIVIDUAL,AADHAR,3.16E+11,Commerical,7,22-10-2021,,22-11-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
406,JAVIER,Male,South,DELHI,110048,INDIVIDUAL,PAN,2664255,Commerical,9,08-04-2021,,08-05-2021,Pending,1460,HEM CHAND,Documents verification in progress
407,FRANCES,Male,South,DELHI,110047,INDIVIDUAL,PASSPORT,722107456,Residential,3,04-09-2021,01-09-2021,04-10-2021,Approved,1678,Manoj Pandey,Installation pending
408,KATHRYN,Male,South,DELHI,110048,INDIVIDUAL,PASSPORT,881096867,Commerical,5,19-11-2021,24-10-2021,19-12-2021,Approved,4510,VINOD GUPTA,Installation pending
409,LEO,Male,South,DELHI,110050,INDIVIDUAL,PAN,4937581,Residential,8,09-01-2021,,09-02-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
410,CAROLINA,Male,South,DELHI,110060,INDIVIDUAL,AADHAR,6.82E+11,Residential,12,25-02-2021,,25-03-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
411,NATALIA,Male,South,DELHI,110008,INDIVIDUAL,PASSPORT,805954197,Residential,5,25-04-2021,,25-05-2021,Pending,1460,HEM CHAND,Documents verification in progress
412,HEIDI,Male,South,DELHI,110055,INDIVIDUAL,VOTER_ID,85718,Commerical,7,23-06-2021,,23-07-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
413,JOSEPHINE,Male,South,DELHI,110006,JOINT,VOTER_ID,85656,Residential,7,11-04-2021,,11-05-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
414,NAOMI,Male,South,DELHI,110038,JOINT,VOTER_ID,85574,Commerical,5,02-08-2021,04-03-2021,02-09-2021,Approved,2456,RAHUL SINGH,Installation pending
415,CASEY,Male,South,DELHI,110007,INDIVIDUAL,VOTER_ID,94646,Residential,1,19-01-2021,15-07-2021,19-02-2021,Approved,4510,VINOD GUPTA,Installation pending
416,BONNIE,Male,South,DELHI,110007,JOINT,AADHAR,7.31E+11,Residential,7,13-06-2021,13-08-2021,13-07-2021,Approved,1311,Sudhanshu Gupta,Installation pending
417,MANUEL,Male,South,DELHI,110049,INDIVIDUAL,PAN,4737486,Commerical,1,26-06-2021,31-01-2022,26-07-2021,Approved,4510,VINOD GUPTA,Installation pending
418,WALTER,Male,South,DELHI,110020,INDIVIDUAL,PAN,4688843,Commerical,1,15-04-2021,,15-05-2021,Pending,1678,Manoj Pandey,Documents verification in progress
419,TRACEY,Male,South,DELHI,110043,INDIVIDUAL,VOTER_ID,77884,Commerical,2,15-07-2021,,15-08-2021,Pending,1678,Manoj Pandey,Documents verification in progress
420,DARREN,Male,South,DELHI,110044,INDIVIDUAL,VOTER_ID,79630,Residential,11,09-02-2021,,09-03-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
421,LUKE,Male,South,DELHI,110021,INDIVIDUAL,PAN,1739314,Commerical,2,25-12-2021,05-11-2021,25-01-2022,Approved,1460,HEM CHAND,Installation pending
422,GLENN,Male,South,DELHI,110029,INDIVIDUAL,PASSPORT,688607767,Commerical,8,24-04-2021,09-11-2021,24-05-2021,Approved,4510,VINOD GUPTA,Installation pending
423,CAMILLE,Male,South,DELHI,110046,INDIVIDUAL,PAN,6347756,Commerical,6,04-10-2021,,04-11-2021,Pending,2456,RAHUL SINGH,Documents verification in progress
424,SALLY,Male,South,DELHI,110037,INDIVIDUAL,VOTER_ID,82686,Commerical,6,14-04-2021,,14-05-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
425,SYLVIA,Male,South,DELHI,110020,JOINT,VOTER_ID,85111,Commerical,11,30-06-2021,,30-07-2021,Pending,1678,Manoj Pandey,Documents verification in progress
426,ALLEN,Male,South,DELHI,110021,JOINT,AADHAR,4.96E+11,Residential,3,21-06-2021,,21-07-2021,Pending,1460,HEM CHAND,Documents verification in progress
427,FELICIA,Male,South,DELHI,110042,INDIVIDUAL,VOTER_ID,79879,Commerical,11,06-04-2021,,06-05-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
428,IRIS,Male,South,DELHI,110056,INDIVIDUAL,PAN,3140820,Residential,8,20-06-2021,21-07-2021,20-07-2021,Approved,2456,RAHUL SINGH,Installation pending
429,FELIX,Male,South,DELHI,110007,INDIVIDUAL,VOTER_ID,85817,Commerical,8,02-03-2021,12-03-2021,02-04-2021,Approved,1311,Sudhanshu Gupta,Installation pending
430,BIANCA,Male,South,DELHI,110044,INDIVIDUAL,PAN,6782427,Residential,3,14-08-2021,29-07-2021,14-09-2021,Approved,1678,Manoj Pandey,Installation pending
431,ARLENE,Male,South,DELHI,110006,INDIVIDUAL,PAN,9803697,Commerical,12,03-01-2021,21-06-2021,03-02-2021,Approved,1311,Sudhanshu Gupta,Installation pending
432,KARINA,Male,South,DELHI,110045,INDIVIDUAL,PASSPORT,303436742,Commerical,12,03-02-2021,,03-03-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
433,COLIN,Male,South,DELHI,110034,INDIVIDUAL,PAN,1638728,Residential,5,25-05-2021,,25-06-2021,Pending,4510,VINOD GUPTA,Documents verification in progress
434,BROOKE,Male,South,DELHI,110013,INDIVIDUAL,VOTER_ID,72252,Commerical,10,15-09-2021,,15-10-2021,Pending,1311,Sudhanshu Gupta,Documents verification in progress
435,ABBY,Male,South,DELHI,110024,JOINT,PASSPORT,446961942,Commerical,5,05-05-2021,03-04-2021,05-06-2021,Approved,1311,Sudhanshu Gupta,Installation pending
